CSQ Name,CSQ Name (Contact Service Queue Activity ),Date,Interval Start,aban/tot,asl/presented,Avg Abandon Per Day,Avg Handle Time,Avg Speed of Answer,Avg Time To Abandon,Calls Abandoned,Calls Abandoned (Contact Service Queue Activity ),Calls Abandoned < Service Level,Calls Handled,Calls Handled (Contact Service Queue Activity ),Calls Handled < Service Level,Calls Handled By Other,Calls Presented,Calls Presented (Contact Service Queue Activity ),Max Abandon Per Day,Max Handle Time,Max Queue Time,Max Time To Abandon,Service Level (sec)
CSC,CSC,8/14/2020,z11:00:00,0,0.888888889,10,312,52,122,0,320,0,9,3812,8,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/17/2020,z12:30:00,0,0.8,10,312,52,122,0,320,0,10,3812,8,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/17/2020,z3:30:00 P,0,0.8,10,312,52,122,0,320,0,10,3812,8,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z12:00:00,0,1,10,312,52,122,0,320,0,8,3812,8,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z9:00:00 A,0,1,10,312,52,122,0,320,0,8,3812,8,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/19/2020,z1:30:00 P,0,1,10,312,52,122,0,320,0,8,3812,8,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/19/2020,z8:30:00 A,0,1,10,312,52,122,0,320,0,8,3812,8,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z9:30:00 A,0,1,10,312,52,122,0,320,0,8,3812,8,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z12:00:00,0,0.888888889,10,312,52,122,0,320,0,9,3812,8,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z11:00:00,0,0.888888889,10,312,52,122,0,320,0,9,3812,8,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z9:00:00 A,0,0.8,10,312,52,122,0,320,0,9,3812,8,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z1:00:00 P,0,0.8,10,312,52,122,0,320,0,10,3812,8,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z10:00:00,0,1,10,312,52,122,0,320,0,8,3812,8,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z9:30:00 A,0,1,10,312,52,122,0,320,0,8,3812,8,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z9:00:00 A,0,0.888888889,10,312,52,122,0,320,0,9,3812,8,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z11:00:00,0,0.8,10,312,52,122,0,320,0,10,3812,8,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z10:30:00,0,0.533333333,10,312,52,122,0,320,0,15,3812,8,178,15,4311,54,3171,1584,1584,30
CSC,CSC,8/26/2020,z9:00:00 A,0,0.5,10,312,52,122,0,320,0,14,3812,8,178,16,4311,54,3171,1584,1584,30
CSC,CSC,8/27/2020,z10:30:00,0,0.666666667,10,312,52,122,0,320,0,11,3812,8,178,12,4311,54,3171,1584,1584,30
CSC,CSC,8/28/2020,z4:00:00 P,0,1,10,312,52,122,0,320,0,8,3812,8,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/14/2020,z10:00:00,0,1,10,312,52,122,0,320,0,9,3812,9,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/14/2020,z3:00:00 P,0,1,10,312,52,122,0,320,0,9,3812,9,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/14/2020,z10:30:00,0,0.692307692,10,312,52,122,0,320,0,13,3812,9,178,13,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z9:30:00 A,0,0.692307692,10,312,52,122,0,320,0,13,3812,9,178,13,4311,54,3171,1584,1584,30
CSC,CSC,8/19/2020,z9:00:00 A,0,1,10,312,52,122,0,320,0,9,3812,9,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/19/2020,z9:30:00 A,0,0.818181818,10,312,52,122,0,320,0,11,3812,9,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z11:00:00,0,1,10,312,52,122,0,320,0,9,3812,9,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z12:30:00,0,0.9,10,312,52,122,0,320,0,10,3812,9,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z1:30:00 P,0,0.9,10,312,52,122,0,320,0,10,3812,9,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z12:00:00,0,0.818181818,10,312,52,122,0,320,0,10,3812,9,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/25/2020,z8:30:00 A,0,0.818181818,10,312,52,122,0,320,0,11,3812,9,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/26/2020,z1:00:00 P,0,0.818181818,10,312,52,122,0,320,0,11,3812,9,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/27/2020,z10:00:00,0,1,10,312,52,122,0,320,0,9,3812,9,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/27/2020,z4:00:00 P,0,0.9,10,312,52,122,0,320,0,10,3812,9,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/27/2020,z3:00:00 P,0,0.642857143,10,312,52,122,0,320,0,13,3812,9,178,14,4311,54,3171,1584,1584,30
CSC,CSC,8/28/2020,z3:30:00 P,0,1,10,312,52,122,0,320,0,9,3812,9,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/28/2020,z12:00:00,0,0.818181818,10,312,52,122,0,320,0,11,3812,9,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/31/2020,z8:00:00 A,0,0.9,10,312,52,122,0,320,0,10,3812,9,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/31/2020,z9:00:00 A,0,0.642857143,10,312,52,122,0,320,0,14,3812,9,178,14,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z1:00:00 P,0,1,10,312,52,122,0,320,0,10,3812,10,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z3:00:00 P,0,1,10,312,52,122,0,320,0,10,3812,10,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z1:00:00 P,0,1,10,312,52,122,0,320,0,10,3812,10,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z9:00:00 A,0,1,10,312,52,122,0,320,0,10,3812,10,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z11:30:00,0,0.909090909,10,312,52,122,0,320,0,11,3812,10,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/25/2020,z1:00:00 P,0,1,10,312,52,122,0,320,0,10,3812,10,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/25/2020,z11:00:00,0,0.909090909,10,312,52,122,0,320,0,10,3812,10,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/25/2020,z2:00:00 P,0,0.666666667,10,312,52,122,0,320,0,15,3812,10,178,15,4311,54,3171,1584,1584,30
CSC,CSC,8/26/2020,z8:00:00 A,0,1,10,312,52,122,0,320,0,10,3812,10,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/26/2020,z3:30:00 P,0,0.769230769,10,312,52,122,0,320,0,13,3812,10,178,13,4311,54,3171,1584,1584,30
CSC,CSC,8/27/2020,z3:30:00 P,0,1,10,312,52,122,0,320,0,10,3812,10,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/28/2020,z10:00:00,0,1,10,312,52,122,0,320,0,10,3812,10,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/28/2020,z1:00:00 P,0,1,10,312,52,122,0,320,0,10,3812,10,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/28/2020,z8:30:00 A,0,1,10,312,52,122,0,320,0,10,3812,10,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/28/2020,z9:00:00 A,0,0.833333333,10,312,52,122,0,320,0,11,3812,10,178,12,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z12:30:00,0,0.916666667,10,312,52,122,0,320,0,12,3812,11,178,12,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z11:00:00,0,0.785714286,10,312,52,122,0,320,0,13,3812,11,178,14,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z10:30:00,0,1,10,312,52,122,0,320,0,11,3812,11,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/28/2020,z8:00:00 A,0,1,10,312,52,122,0,320,0,11,3812,11,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/28/2020,z11:00:00,0,0.916666667,10,312,52,122,0,320,0,12,3812,11,178,12,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z1:30:00 P,0,1,10,312,52,122,0,320,0,12,3812,12,178,12,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z1:30:00 P,0,1,10,312,52,122,0,320,0,12,3812,12,178,12,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z10:00:00,0,1,10,312,52,122,0,320,0,13,3812,13,178,13,4311,54,3171,1584,1584,30
CSC,CSC,8/25/2020,z1:30:00 P,0,0.8125,10,312,52,122,0,320,0,16,3812,13,178,16,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z1:30:00 P,0,0.933333333,10,312,52,122,0,320,0,15,3812,14,178,15,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z1:00:00 P,0,0.823529412,10,312,52,122,0,320,0,17,3812,14,178,17,4311,54,3171,1584,1584,30
CSC,CSC,8/27/2020,z11:00:00,0,0.823529412,10,312,52,122,0,320,0,16,3812,14,178,17,4311,54,3171,1584,1584,30
CSC,CSC,8/27/2020,z1:30:00 P,0,1,10,312,52,122,0,320,0,15,3812,15,178,15,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z5:00:00 P,0.25,0,10,312,52,122,1,320,0,4,3812,0,178,5,4311,54,3171,1584,1584,30
CSC,CSC,8/17/2020,z6:00:00 P,0.333333333,0.25,10,312,52,122,1,320,0,3,3812,1,178,4,4311,54,3171,1584,1584,30
CSC,CSC,8/19/2020,z2:30:00 P,0.166666667,0.125,10,312,52,122,1,320,0,6,3812,1,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z5:00:00 P,0.333333333,0.25,10,312,52,122,1,320,0,3,3812,1,178,4,4311,54,3171,1584,1584,30
CSC,CSC,8/26/2020,z5:30:00 P,0.333333333,0.25,10,312,52,122,1,320,0,3,3812,1,178,4,4311,54,3171,1584,1584,30
CSC,CSC,8/27/2020,z7:00:00 A,0.333333333,0.25,10,312,52,122,1,320,0,3,3812,1,178,4,4311,54,3171,1584,1584,30
CSC,CSC,8/17/2020,z4:00:00 P,0.5,0.666666667,10,312,52,122,1,320,0,2,3812,2,178,3,4311,54,3171,1584,1584,30
CSC,CSC,8/17/2020,z2:00:00 P,0.125,0.153846154,10,312,52,122,1,320,0,8,3812,2,178,13,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z4:30:00 P,0.333333333,0.333333333,10,312,52,122,1,320,0,3,3812,2,178,6,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z9:30:00 A,0.25,0.4,10,312,52,122,1,320,0,4,3812,2,178,5,4311,54,3171,1584,1584,30
CSC,CSC,8/27/2020,z11:30:00,0.125,0.153846154,10,312,52,122,1,320,0,8,3812,2,178,13,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z7:30:00 A,0.166666667,0.428571429,10,312,52,122,1,320,0,6,3812,3,178,7,4311,54,3171,1584,1584,30
CSC,CSC,8/25/2020,z10:00:00,0.111111111,0.3,10,312,52,122,1,320,0,9,3812,3,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/26/2020,z10:00:00,0.1,0.230769231,10,312,52,122,1,320,0,10,3812,3,178,13,4311,54,3171,1584,1584,30
CSC,CSC,8/14/2020,z12:30:00,0.125,0.4,10,312,52,122,1,320,0,8,3812,4,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z11:30:00,0.25,0.8,10,312,52,122,1,320,0,4,3812,4,178,5,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z2:30:00 P,0.142857143,0.5,10,312,52,122,1,320,0,7,3812,4,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/25/2020,z3:00:00 P,0.111111111,0.363636364,10,312,52,122,1,320,0,9,3812,4,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/26/2020,z2:00:00 P,0.166666667,0.5,10,312,52,122,1,320,0,6,3812,4,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/14/2020,z3:30:00 P,0.166666667,0.714285714,10,312,52,122,1,320,0,6,3812,5,178,7,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z5:30:00 P,0.2,0.833333333,10,312,52,122,1,320,0,5,3812,5,178,6,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z3:30:00 P,0.111111111,0.384615385,10,312,52,122,1,320,0,9,3812,5,178,13,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z2:30:00 P,0.083333333,0.461538462,10,312,52,122,1,320,0,12,3812,6,178,13,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z2:30:00 P,0.142857143,0.666666667,10,312,52,122,1,320,0,7,3812,6,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/14/2020,z1:00:00 P,0.125,0.777777778,10,312,52,122,1,320,0,8,3812,7,178,9,4311,54,3171,1584,1584,30
CSC,CSC,8/17/2020,z11:00:00,0.125,0.7,10,312,52,122,1,320,0,8,3812,7,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z8:30:00 A,0.142857143,0.875,10,312,52,122,1,320,0,7,3812,7,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/31/2020,z1:00:00 P,0.076923077,0.466666667,10,312,52,122,1,320,0,13,3812,7,178,15,4311,54,3171,1584,1584,30
CSC,CSC,8/19/2020,z2:00:00 P,0.076923077,0.5,10,312,52,122,1,320,0,13,3812,8,178,16,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z12:30:00,0.071428571,0.5,10,312,52,122,1,320,0,14,3812,8,178,16,4311,54,3171,1584,1584,30
CSC,CSC,8/31/2020,z11:00:00,0.055555556,0.4,10,312,52,122,1,320,0,18,3812,8,178,20,4311,54,3171,1584,1584,30
CSC,CSC,8/26/2020,z11:00:00,0.090909091,0.75,10,312,52,122,1,320,0,11,3812,9,178,12,4311,54,3171,1584,1584,30
CSC,CSC,8/26/2020,z12:30:00,0.0625,0.529411765,10,312,52,122,1,320,0,16,3812,9,178,17,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z3:00:00 P,0.076923077,0.666666667,10,312,52,122,1,320,0,13,3812,10,178,15,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z8:30:00 A,0.071428571,0.733333333,10,312,52,122,1,320,0,14,3812,11,178,15,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z4:00:00 P,0.4,0,10,312,52,122,2,320,0,5,3812,0,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/14/2020,z5:00:00 P,2,0.25,10,312,52,122,2,320,0,1,3812,1,178,4,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z12:00:00,0.666666667,0.2,10,312,52,122,2,320,0,3,3812,1,178,5,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z3:00:00 P,0.25,0.272727273,10,312,52,122,2,320,0,8,3812,3,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/17/2020,z1:30:00 P,0.2,0.307692308,10,312,52,122,2,320,0,10,3812,4,178,13,4311,54,3171,1584,1584,30
CSC,CSC,8/31/2020,z2:00:00 P,0.142857143,0.210526316,10,312,52,122,2,320,0,14,3812,4,178,19,4311,54,3171,1584,1584,30
CSC,CSC,8/18/2020,z2:00:00 P,0.25,0.5,10,312,52,122,2,320,0,8,3812,5,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/25/2020,z9:00:00 A,0.222222222,0.454545455,10,312,52,122,2,320,0,9,3812,5,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/25/2020,z12:00:00,0.181818182,0.384615385,10,312,52,122,2,320,0,11,3812,5,178,13,4311,54,3171,1584,1584,30
CSC,CSC,8/31/2020,z11:30:00,0.166666667,0.333333333,10,312,52,122,2,320,0,12,3812,5,178,15,4311,54,3171,1584,1584,30
CSC,CSC,8/17/2020,z12:00:00,0.142857143,0.388888889,10,312,52,122,2,320,0,14,3812,7,178,18,4311,54,3171,1584,1584,30
CSC,CSC,8/20/2020,z3:30:00 P,0.181818182,0.5,10,312,52,122,2,320,0,11,3812,7,178,14,4311,54,3171,1584,1584,30
CSC,CSC,8/21/2020,z10:30:00,0.25,0.636363636,10,312,52,122,2,320,0,8,3812,7,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/19/2020,z11:30:00,0.222222222,0.727272727,10,312,52,122,2,320,0,9,3812,8,178,11,4311,54,3171,1584,1584,30
CSC,CSC,8/25/2020,z9:30:00 A,0.2,0.666666667,10,312,52,122,2,320,0,10,3812,8,178,12,4311,54,3171,1584,1584,30
CSC,CSC,8/19/2020,z1:00:00 P,0.111111111,0.65,10,312,52,122,2,320,0,18,3812,13,178,20,4311,54,3171,1584,1584,30
CSC,CSC,8/31/2020,z5:30:00 P,1,0.125,10,312,52,122,3,320,0,3,3812,1,178,8,4311,54,3171,1584,1584,30
CSC,CSC,8/19/2020,z12:30:00,0.428571429,0.166666667,10,312,52,122,3,320,0,7,3812,2,178,12,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z4:30:00 P,0.5,0.2,10,312,52,122,3,320,0,6,3812,2,178,10,4311,54,3171,1584,1584,30
CSC,CSC,8/31/2020,z7:30:00 A,1,0.5,10,312,52,122,3,320,0,3,3812,3,178,6,4311,54,3171,1584,1584,30
CSC,CSC,8/24/2020,z11:30:00,0.3,0.25,10,312,52,122,3,320,0,10,3812,4,178,16,4311,54,3171,1584,1584,30
CSC,CSC,8/19/2020,z4:00:00 P,0.375,0.416666667,10,312,52,122,3,320,0,8,3812,5,178,12,4311,54,3171,1584,1584,30
CSC,CSC,8/31/2020,z9:30:00 A,0.166666667,0.217391304,10,312,52,122,3,320,0,18,3812,5,178,23,4311,54,3171,1584,1584,30
CSC,CSC,8/31/2020,z4:00:00 P,0.5,0,10,312,52,122,4,320,0,8,3812,0,178,16,4311,54,3171,1584,1584,30
CSC,CSC,8/31/2020,z4:30:00 P,0.666666667,0.1,10,312,52,122,4,320,0,6,3812,1,178,10,4311,54,3171,1584,1584,30
PlanReview,PlanReview,8/24/2020,z3:30:00 P,,0,0.03,414,8,13,1,1,1,0,15,0,0,1,16,1,1320,22,13,30
ES,ES,8/25/2020,z8:30:00 A,1,0.5,0.06,344,8,114,1,2,1,1,78,1,1,2,81,1,1246,213,213,30
ACCT,ACCT,8/24/2020,z12:00:00,,0,0.31,188,10,28,1,10,1,0,120,0,1,1,131,4,1291,121,121,30
ACCT,ACCT,8/24/2020,z12:30:00,,0,0.31,188,10,28,1,10,1,0,120,0,1,1,131,4,1291,121,121,30
ACCT,ACCT,8/24/2020,z7:30:00 A,,0,0.31,188,10,28,1,10,1,0,120,0,1,1,131,4,1291,121,121,30
ACCT,ACCT,8/24/2020,z9:00:00 A,,0,0.31,188,10,28,1,10,1,0,120,0,1,1,131,4,1291,121,121,30
CustSvc,CustSvc,8/18/2020,z5:30:00 P,1,0.333333333,1.22,258,12,23,1,39,1,1,1407,1,12,3,1458,11,2970,688,170,30
CustSvc,CustSvc,8/26/2020,z4:30:00 P,1,0.5,1.22,258,12,23,1,39,1,1,1407,1,12,2,1458,11,2970,688,170,30
CustSvc,CustSvc,8/18/2020,z12:00:00,0.5,0.666666667,1.22,258,12,23,1,39,1,2,1407,2,12,3,1458,11,2970,688,170,30
CustSvc,CustSvc,8/18/2020,z2:00:00 P,0.2,0.285714286,1.22,258,12,23,1,39,1,5,1407,2,12,7,1458,11,2970,688,170,30
CustSvc,CustSvc,8/19/2020,z8:00:00 A,0.5,0.666666667,1.22,258,12,23,1,39,1,2,1407,2,12,3,1458,11,2970,688,170,30
CustSvc,CustSvc,8/31/2020,z4:00:00 P,0.5,0.666666667,1.22,258,12,23,1,39,1,2,1407,2,12,3,1458,11,2970,688,170,30
CustSvc,CustSvc,8/19/2020,z3:00:00 P,0.25,0.6,1.22,258,12,23,1,39,1,4,1407,3,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/20/2020,z2:00:00 P,0.333333333,0.75,1.22,258,12,23,1,39,1,3,1407,3,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/17/2020,z12:30:00,0.25,0.8,1.22,258,12,23,1,39,1,4,1407,4,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/19/2020,z1:00:00 P,0.25,0.8,1.22,258,12,23,1,39,1,4,1407,4,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z12:00:00,0.25,0.8,1.22,258,12,23,1,39,1,4,1407,4,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/18/2020,z3:30:00 P,0.142857143,0.625,1.22,258,12,23,1,39,1,7,1407,5,12,8,1458,11,2970,688,170,30
CustSvc,CustSvc,8/27/2020,z2:30:00 P,0.142857143,0.625,1.22,258,12,23,1,39,1,7,1407,5,12,8,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z10:30:00,0.2,0.833333333,1.22,258,12,23,1,39,1,5,1407,5,12,6,1458,11,2970,688,170,30
CustSvc,CustSvc,8/20/2020,z3:30:00 P,0.166666667,0.857142857,1.22,258,12,23,1,39,1,6,1407,6,12,7,1458,11,2970,688,170,30
CustSvc,CustSvc,8/25/2020,z9:00:00 A,0.111111111,0.8,1.22,258,12,23,1,39,1,9,1407,8,12,10,1458,11,2970,688,170,30
CodeOps,CodeOps,8/24/2020,z2:00:00 P,,0,1.72,810,14,36,1,55,1,0,997,0,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/24/2020,z10:30:00,1,0.5,1.72,810,14,36,1,55,1,1,997,1,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/24/2020,z8:00:00 A,1,0.5,1.72,810,14,36,1,55,1,1,997,1,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/19/2020,z9:30:00 A,0.333333333,0.333333333,1.72,810,14,36,1,55,1,3,997,2,7,6,1070,38,14477,732,732,30
CodeOps,CodeOps,8/24/2020,z12:00:00,0.5,0.666666667,1.72,810,14,36,1,55,1,2,997,2,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/24/2020,z3:30:00 P,0.25,0.4,1.72,810,14,36,1,55,1,4,997,2,7,5,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z10:00:00,0.5,0.666666667,1.72,810,14,36,1,55,1,2,997,2,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/24/2020,z10:00:00,0.333333333,0.75,1.72,810,14,36,1,55,1,3,997,3,7,4,1070,38,14477,732,732,30
CodeOps,CodeOps,8/24/2020,z11:30:00,0.333333333,0.75,1.72,810,14,36,1,55,1,3,997,3,7,4,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z12:00:00,0.333333333,0.75,1.72,810,14,36,1,55,1,3,997,3,7,4,1070,38,14477,732,732,30
CodeOps,CodeOps,8/27/2020,z12:30:00,0.333333333,0.75,1.72,810,14,36,1,55,1,3,997,3,7,4,1070,38,14477,732,732,30
CodeOps,CodeOps,8/18/2020,z8:30:00 A,0.166666667,0.857142857,1.72,810,14,36,1,55,1,6,997,6,7,7,1070,38,14477,732,732,30
CodeOps,CodeOps,8/24/2020,z12:30:00,2,0.25,1.72,810,14,36,2,55,1,1,997,1,7,4,1070,38,14477,732,732,30
ICCU,ICCU,8/14/2020,z8:30:00 A,,0,1.09,370,16,13,1,35,1,0,271,0,8,1,315,7,3955,476,142,30
ICCU,ICCU,8/18/2020,z2:30:00 P,0.5,0,1.09,370,16,13,1,35,1,2,271,0,8,4,315,7,3955,476,142,30
ICCU,ICCU,8/19/2020,z1:30:00 P,,0,1.09,370,16,13,1,35,1,0,271,0,8,1,315,7,3955,476,142,30
ICCU,ICCU,8/21/2020,z3:30:00 P,,0,1.09,370,16,13,1,35,1,0,271,0,8,1,315,7,3955,476,142,30
ICCU,ICCU,8/24/2020,z10:30:00,,0,1.09,370,16,13,1,35,1,0,271,0,8,1,315,7,3955,476,142,30
ICCU,ICCU,8/24/2020,z8:30:00 A,,0,1.09,370,16,13,1,35,1,0,271,0,8,1,315,7,3955,476,142,30
ICCU,ICCU,8/26/2020,z3:30:00 P,,0,1.09,370,16,13,1,35,1,0,271,0,8,1,315,7,3955,476,142,30
ICCU,ICCU,8/31/2020,z2:00:00 P,,0,1.09,370,16,13,1,35,1,0,271,0,8,1,315,7,3955,476,142,30
ICCU,ICCU,8/14/2020,z11:30:00,1,0.5,1.09,370,16,13,1,35,1,1,271,1,8,2,315,7,3955,476,142,30
ICCU,ICCU,8/18/2020,z1:00:00 P,1,0.5,1.09,370,16,13,1,35,1,1,271,1,8,2,315,7,3955,476,142,30
ICCU,ICCU,8/21/2020,z1:30:00 P,1,0.5,1.09,370,16,13,1,35,1,1,271,1,8,2,315,7,3955,476,142,30
ICCU,ICCU,8/26/2020,z9:00:00 A,1,0.5,1.09,370,16,13,1,35,1,1,271,1,8,2,315,7,3955,476,142,30
ICCU,ICCU,8/17/2020,z8:30:00 A,0.5,0.666666667,1.09,370,16,13,1,35,1,2,271,2,8,3,315,7,3955,476,142,30
ICCU,ICCU,8/17/2020,z9:30:00 A,0.5,0.666666667,1.09,370,16,13,1,35,1,2,271,2,8,3,315,7,3955,476,142,30
ICCU,ICCU,8/20/2020,z2:30:00 P,0.5,0.666666667,1.09,370,16,13,1,35,1,2,271,2,8,3,315,7,3955,476,142,30
ICCU,ICCU,8/24/2020,z2:00:00 P,0.5,0.666666667,1.09,370,16,13,1,35,1,2,271,2,8,3,315,7,3955,476,142,30
ICCU,ICCU,8/28/2020,z2:00:00 P,0.5,0.666666667,1.09,370,16,13,1,35,1,2,271,2,8,3,315,7,3955,476,142,30
Member,Member,8/19/2020,z2:00:00 P,,0,0.5,180,16,188,1,16,1,0,842,0,20,1,878,3,1470,905,905,30
Member,Member,8/19/2020,z11:00:00,0.333333333,0.75,0.5,180,16,188,1,16,1,3,842,3,20,4,878,3,1470,905,905,30
Member,Member,8/19/2020,z8:30:00 A,0.25,0.8,0.5,180,16,188,1,16,1,4,842,4,20,5,878,3,1470,905,905,30
ICCU,ICCU,8/24/2020,z12:00:00,,0,1.09,370,16,13,2,35,1,0,271,0,8,2,315,7,3955,476,142,30
IAS,IAS,8/24/2020,z1:00:00 P,,0,0.19,164,35,78,1,6,1,0,110,0,3,1,119,2,1382,938,272,30
IAS,IAS,8/20/2020,z11:30:00,1,0.5,0.19,164,35,78,1,6,1,1,110,1,3,2,119,2,1382,938,272,30
eMedia,eMedia,8/17/2020,z2:00:00 P,,0,1.38,442,44,99,1,44,1,0,205,0,11,1,260,18,3415,1498,1264,30
eMedia,eMedia,8/24/2020,z10:00:00,,0,1.38,442,44,99,1,44,1,0,205,0,11,1,260,18,3415,1498,1264,30
eMedia,eMedia,8/24/2020,z11:00:00,,0,1.38,442,44,99,1,44,1,0,205,0,11,1,260,18,3415,1498,1264,30
eMedia,eMedia,8/24/2020,z1:00:00 P,,0,1.38,442,44,99,1,44,1,0,205,0,11,1,260,18,3415,1498,1264,30
eMedia,eMedia,8/24/2020,z2:30:00 P,,0,1.38,442,44,99,1,44,1,0,205,0,11,1,260,18,3415,1498,1264,30
