CSQ Name,CSQ Name (Contact Service Queue Activity ),Date,Interval Start,aban/tot,asl/presented,Avg Abandon Per Day,Avg Handle Time,Avg Speed of Answer,Avg Time To Abandon,Calls Abandoned,Calls Abandoned (Contact Service Queue Activity ),Calls Abandoned < Service Level,Calls Handled,Calls Handled (Contact Service Queue Activity ),Calls Handled < Service Level,Calls Handled By Other,Calls Presented,Calls Presented (Contact Service Queue Activity ),Max Abandon Per Day,Max Handle Time,Max Queue Time,Max Time To Abandon,Service Level (sec)
CustSvc,CustSvc,8/31/2020,z8:30:00 A,0,1,1.22,258,12,23,0,39,0,3,1407,3,12,3,1458,11,2970,688,170,30
CustSvc,CustSvc,8/14/2020,z10:30:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/14/2020,z1:00:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/14/2020,z1:30:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/14/2020,z4:00:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/17/2020,z1:00:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/17/2020,z1:30:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/18/2020,z8:30:00 A,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/19/2020,z11:30:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/19/2020,z4:00:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/19/2020,z9:30:00 A,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/20/2020,z10:30:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/20/2020,z11:30:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/20/2020,z9:00:00 A,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/20/2020,z1:00:00 P,0,0.8,1.22,258,12,23,0,39,0,4,1407,4,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/20/2020,z10:00:00,0,0.8,1.22,258,12,23,0,39,0,5,1407,4,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/20/2020,z12:00:00,0,0.666666667,1.22,258,12,23,0,39,0,5,1407,4,12,6,1458,11,2970,688,170,30
CustSvc,CustSvc,8/21/2020,z1:00:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/21/2020,z3:30:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/21/2020,z4:00:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/21/2020,z9:30:00 A,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/24/2020,z3:00:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/25/2020,z10:00:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/25/2020,z12:30:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/26/2020,z10:30:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/26/2020,z11:30:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/26/2020,z1:00:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/26/2020,z4:00:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/27/2020,z12:30:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z10:00:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z2:30:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z4:00:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z9:30:00 A,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z12:30:00,0,0.8,1.22,258,12,23,0,39,0,5,1407,4,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/31/2020,z10:30:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/31/2020,z11:30:00,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/31/2020,z1:00:00 P,0,1,1.22,258,12,23,0,39,0,4,1407,4,12,4,1458,11,2970,688,170,30
CustSvc,CustSvc,8/14/2020,z11:00:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/17/2020,z11:00:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/17/2020,z11:30:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/17/2020,z4:00:00 P,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/18/2020,z11:00:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/18/2020,z11:30:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/18/2020,z4:00:00 P,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/18/2020,z9:30:00 A,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/19/2020,z12:30:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/19/2020,z2:00:00 P,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/19/2020,z2:30:00 P,0,0.714285714,1.22,258,12,23,0,39,0,7,1407,5,12,7,1458,11,2970,688,170,30
CustSvc,CustSvc,8/20/2020,z12:30:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/20/2020,z1:30:00 P,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/21/2020,z10:30:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/21/2020,z11:00:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/21/2020,z12:00:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/25/2020,z2:00:00 P,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/25/2020,z8:30:00 A,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/25/2020,z11:00:00,0,0.833333333,1.22,258,12,23,0,39,0,6,1407,5,12,6,1458,11,2970,688,170,30
CustSvc,CustSvc,8/27/2020,z11:00:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z11:30:00,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z3:30:00 P,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z8:30:00 A,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z9:00:00 A,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/31/2020,z3:00:00 P,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/31/2020,z9:00:00 A,0,1,1.22,258,12,23,0,39,0,5,1407,5,12,5,1458,11,2970,688,170,30
CustSvc,CustSvc,8/18/2020,z1:00:00 P,0,1,1.22,258,12,23,0,39,0,6,1407,6,12,6,1458,11,2970,688,170,30
CustSvc,CustSvc,8/19/2020,z10:30:00,0,1,1.22,258,12,23,0,39,0,6,1407,6,12,6,1458,11,2970,688,170,30
CustSvc,CustSvc,8/19/2020,z11:00:00,0,1,1.22,258,12,23,0,39,0,6,1407,6,12,6,1458,11,2970,688,170,30
CustSvc,CustSvc,8/25/2020,z10:30:00,0,1,1.22,258,12,23,0,39,0,6,1407,6,12,6,1458,11,2970,688,170,30
CustSvc,CustSvc,8/25/2020,z12:00:00,0,1,1.22,258,12,23,0,39,0,6,1407,6,12,6,1458,11,2970,688,170,30
CustSvc,CustSvc,8/26/2020,z8:30:00 A,0,1,1.22,258,12,23,0,39,0,6,1407,6,12,6,1458,11,2970,688,170,30
CustSvc,CustSvc,8/27/2020,z10:00:00,0,1,1.22,258,12,23,0,39,0,6,1407,6,12,6,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z1:00:00 P,0,1,1.22,258,12,23,0,39,0,6,1407,6,12,6,1458,11,2970,688,170,30
CustSvc,CustSvc,8/14/2020,z12:00:00,0,1,1.22,258,12,23,0,39,0,7,1407,7,12,7,1458,11,2970,688,170,30
CustSvc,CustSvc,8/17/2020,z3:30:00 P,0,1,1.22,258,12,23,0,39,0,7,1407,7,12,7,1458,11,2970,688,170,30
CustSvc,CustSvc,8/25/2020,z1:30:00 P,0,0.875,1.22,258,12,23,0,39,0,8,1407,7,12,8,1458,11,2970,688,170,30
CustSvc,CustSvc,8/26/2020,z12:30:00,0,1,1.22,258,12,23,0,39,0,7,1407,7,12,7,1458,11,2970,688,170,30
CustSvc,CustSvc,8/27/2020,z1:00:00 P,0,1,1.22,258,12,23,0,39,0,7,1407,7,12,7,1458,11,2970,688,170,30
CustSvc,CustSvc,8/31/2020,z1:30:00 P,0,1,1.22,258,12,23,0,39,0,7,1407,7,12,7,1458,11,2970,688,170,30
CustSvc,CustSvc,8/17/2020,z10:00:00,0,1,1.22,258,12,23,0,39,0,8,1407,8,12,8,1458,11,2970,688,170,30
CustSvc,CustSvc,8/28/2020,z1:30:00 P,0,1,1.22,258,12,23,0,39,0,8,1407,8,12,8,1458,11,2970,688,170,30
CustSvc,CustSvc,8/31/2020,z11:00:00,0,1,1.22,258,12,23,0,39,0,8,1407,8,12,8,1458,11,2970,688,170,30
CustSvc,CustSvc,8/25/2020,z1:00:00 P,0,1,1.22,258,12,23,0,39,0,9,1407,9,12,9,1458,11,2970,688,170,30
CustSvc,CustSvc,8/20/2020,z4:30:00 P,0.2,0.571428571,1.22,258,12,23,1,39,0,5,1407,4,12,7,1458,11,2970,688,170,30
CustSvc,CustSvc,8/27/2020,z3:00:00 P,0.166666667,0.714285714,1.22,258,12,23,1,39,0,6,1407,5,12,7,1458,11,2970,688,170,30
CodeOps,CodeOps,8/20/2020,z10:30:00,0,0,1.72,810,14,36,0,55,0,1,997,0,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z5:30:00 P,0,0,1.72,810,14,36,0,55,0,1,997,0,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/14/2020,z1:30:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/14/2020,z2:30:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/14/2020,z5:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/14/2020,z12:00:00,0,0.5,1.72,810,14,36,0,55,0,2,997,1,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/14/2020,z9:30:00 A,0,0.5,1.72,810,14,36,0,55,0,2,997,1,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/17/2020,z12:00:00,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/17/2020,z5:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/17/2020,z7:30:00 A,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/18/2020,z10:00:00,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/18/2020,z3:30:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/18/2020,z5:30:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/19/2020,z3:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/19/2020,z4:30:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/19/2020,z5:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/20/2020,z2:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/20/2020,z4:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/20/2020,z4:30:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/20/2020,z8:00:00 A,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/20/2020,z9:30:00 A,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/20/2020,z3:30:00 P,0,0.5,1.72,810,14,36,0,55,0,1,997,1,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z11:30:00,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z1:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z4:30:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z9:00:00 A,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/24/2020,z1:00:00 P,0,0.333333333,1.72,810,14,36,0,55,0,2,997,1,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z12:30:00,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z2:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z2:30:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z4:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z9:30:00 A,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/26/2020,z12:00:00,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/26/2020,z1:30:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/26/2020,z7:30:00 A,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/26/2020,z8:30:00 A,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/26/2020,z4:00:00 P,0,0.5,1.72,810,14,36,0,55,0,2,997,1,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/27/2020,z4:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/27/2020,z6:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/28/2020,z4:30:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/28/2020,z5:00:00 P,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/28/2020,z11:30:00,0,0.5,1.72,810,14,36,0,55,0,1,997,1,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/31/2020,z12:00:00,0,1,1.72,810,14,36,0,55,0,1,997,1,7,1,1070,38,14477,732,732,30
CodeOps,CodeOps,8/31/2020,z7:30:00 A,0,0.333333333,1.72,810,14,36,0,55,0,2,997,1,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/14/2020,z2:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/14/2020,z3:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/17/2020,z10:30:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/17/2020,z12:30:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/17/2020,z5:30:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/17/2020,z8:00:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/17/2020,z8:30:00 A,0,0.666666667,1.72,810,14,36,0,55,0,3,997,2,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/17/2020,z10:00:00,0,0.4,1.72,810,14,36,0,55,0,5,997,2,7,5,1070,38,14477,732,732,30
CodeOps,CodeOps,8/18/2020,z11:00:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/18/2020,z11:30:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/18/2020,z2:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/18/2020,z7:30:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/18/2020,z1:30:00 P,0,0.666666667,1.72,810,14,36,0,55,0,3,997,2,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/19/2020,z10:00:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/19/2020,z10:30:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/19/2020,z11:30:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/19/2020,z1:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/19/2020,z4:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/19/2020,z9:00:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/20/2020,z11:30:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/20/2020,z2:30:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/20/2020,z3:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/20/2020,z9:00:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z10:30:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z11:00:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z11:00:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z3:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z4:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z8:00:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z7:30:00 A,0,0.666666667,1.72,810,14,36,0,55,0,3,997,2,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/21/2020,z2:30:00 P,0,0.5,1.72,810,14,36,0,55,0,3,997,2,7,4,1070,38,14477,732,732,30
CodeOps,CodeOps,8/24/2020,z4:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z1:30:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z4:30:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z7:30:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z8:00:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/25/2020,z8:30:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/26/2020,z10:00:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/26/2020,z3:30:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/26/2020,z4:30:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/27/2020,z10:00:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/27/2020,z11:00:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/27/2020,z11:30:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/27/2020,z2:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/27/2020,z3:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/27/2020,z7:30:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/28/2020,z12:30:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/28/2020,z2:30:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/28/2020,z8:30:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/28/2020,z9:30:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/28/2020,z9:00:00 A,0,0.666666667,1.72,810,14,36,0,55,0,2,997,2,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/28/2020,z1:00:00 P,0,0.4,1.72,810,14,36,0,55,0,5,997,2,7,5,1070,38,14477,732,732,30
CodeOps,CodeOps,8/31/2020,z11:00:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/31/2020,z11:30:00,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/31/2020,z1:00:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/31/2020,z1:30:00 P,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/31/2020,z9:30:00 A,0,1,1.72,810,14,36,0,55,0,2,997,2,7,2,1070,38,14477,732,732,30
CodeOps,CodeOps,8/14/2020,z11:00:00,0,1,1.72,810,14,36,0,55,0,3,997,3,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/14/2020,z11:30:00,0,1,1.72,810,14,36,0,55,0,3,997,3,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/14/2020,z12:30:00,0,1,1.72,810,14,36,0,55,0,3,997,3,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/14/2020,z9:00:00 A,0,1,1.72,810,14,36,0,55,0,3,997,3,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/17/2020,z11:30:00,0,1,1.72,810,14,36,0,55,0,3,997,3,7,3,1070,38,14477,732,732,30
CodeOps,CodeOps,8/17/2020,z1:00:00 P,0,1,1.72,810,14,36,0,55,0,3,997,3,7,3,1070,38,14477,732,732,30
